AIRLINE,ORIGIN_AIRPORT,DEPARTURE_DELAY
B6,PBI,-13.0
WN,SLC,-2.0
WN,MSY,-4.0
WN,MSY,-2.0
WN,PHX,5.0
WN,BUR,0.0
WN,MSY,-2.0
WN,PHX,3.0
WN,BUR,-1.0
WN,SJC,-1.0
WN,PHX,4.0
WN,BUR,2.0
WN,DCA,83.0
WN,RNO,-3.0
B6,DCA,-10.0
WN,SLC,-5.0
WN,BDL,14.0
WN,PHX,-4.0
WN,SJC,-8.0
WN,DCA,6.0
WN,PHX,-3.0
WN,PHX,5.0
B6,PBI,0.0
WN,DCA,-3.0
WN,DCA,8.0
WN,SJC,1.0
WN,PHX,8.0
WN,PHX,-1.0
WN,BUR,2.0
WN,DCA,-2.0
WN,DCA,-7.0
WN,SJC,6.0
WN,ABQ,12.0
WN,PBI,6.0
WN,PHX,0.0
WN,PHX,1.0
WN,ABQ,-3.0
WN,PHX,-1.0
WN,PHX,0.0
B6,PBI,-9.0
B6,PBI,10.0
WN,SJC,13.0
B6,BDL,37.0
WN,MSY,-3.0
B6,DCA,39.0
WN,BUR,-1.0
WN,SJC,0.0
WN,SLC,-2.0
WN,MSY,-5.0
WN,MSY,-4.0
WN,MSY,-4.0
B6,SLC,-8.0
WN,DCA,7.0
WN,PHX,-1.0
WN,MSY,0.0
WN,PHX,10.0
WN,PHX,-2.0
WN,RNO,-5.0
WN,BUR,
B6,DCA,-7.0
WN,ABQ,-2.0
WN,PHX,-1.0
WN,PHX,3.0
WN,PHX,-4.0
WN,PHX,-1.0
B6,PBI,-1.0
WN,BDL,14.0
WN,PBI,33.0
WN,SJC,-5.0
WN,ABQ,1.0
WN,PHX,17.0
WN,PBI,-4.0
WN,PHX,11.0
WN,PHX,14.0
WN,PHX,9.0
WN,RNO,-4.0
WN,ABQ,23.0
B6,DCA,-8.0
WN,PHX,3.0
WN,SJC,-1.0
WN,SLC,0.0
WN,MSY,16.0
WN,MSY,-6.0
WN,PHX,3.0
WN,PHX,3.0
WN,BUR,6.0
WN,PHX,-5.0
WN,PHX,1.0
WN,BUR,-4.0
WN,BUR,5.0
WN,BUR,-1.0
WN,DCA,18.0
WN,SJC,5.0
WN,PHX,-1.0
B6,DCA,9.0
WN,SJC,12.0
WN,PHX,4.0
WN,BUR,1.0
WN,DCA,-5.0
WN,SJC,-6.0
WN,RNO,-3.0
WN,SJC,-5.0
WN,PHX,-2.0
B6,BDL,23.0
WN,DCA,-4.0
WN,BDL,16.0
WN,RNO,-4.0
WN,SJC,6.0
WN,BDL,6.0
WN,MSY,0.0
WN,MSY,0.0
WN,PHX,4.0
WN,DCA,-4.0
WN,MSY,6.0
B6,DCA,-14.0
WN,ABQ,200.0
WN,MSY,-8.0
WN,PHX,3.0
WN,SLC,5.0
WN,PHX,7.0
WN,PHX,13.0
B6,PBI,18.0
WN,RNO,41.0
B6,DCA,-10.0
WN,MSY,-6.0
WN,PHX,4.0
WN,PHX,-1.0
WN,BDL,5.0
WN,PHX,-4.0
WN,PHX,10.0
WN,BUR,2.0
WN,BDL,13.0
WN,SJC,-5.0
WN,SJC,-2.0
WN,PHX,0.0
WN,PHX,-1.0
WN,PHX,10.0
WN,SLC,-4.0
WN,DCA,-8.0
WN,ABQ,5.0
WN,PHX,22.0
WN,MSY,-1.0
WN,PHX,1.0
WN,SJC,0.0
WN,PHX,0.0
WN,BUR,-3.0
WN,DCA,-5.0
WN,DCA,8.0
WN,MSY,-6.0
B6,DCA,7.0
WN,SLC,-1.0
WN,PBI,20.0
WN,PHX,4.0
B6,DCA,18.0
WN,BUR,-1.0
WN,SJC,3.0
WN,MSY,20.0
WN,PHX,-5.0
WN,PHX,12.0
WN,DCA,-5.0
WN,BUR,
WN,MSY,8.0
WN,PHX,8.0
WN,PHX,11.0
WN,SJC,0.0
WN,ABQ,-5.0
WN,SLC,0.0
B6,BDL,35.0
WN,DCA,-4.0
WN,SJC,-4.0
WN,RNO,-2.0
WN,SLC,0.0
WN,ABQ,12.0
WN,MSY,-5.0
WN,BUR,-1.0
WN,PHX,-3.0
WN,RNO,-5.0
B6,PBI,-3.0
WN,SJC,3.0
WN,SJC,-5.0
WN,ABQ,36.0
WN,PHX,-2.0
B6,MSY,-12.0
WN,BDL,14.0
WN,DCA,33.0
WN,DCA,34.0
WN,DCA,55.0
WN,MSY,-5.0
B6,DCA,12.0
WN,PHX,5.0
WN,BDL,13.0
WN,PHX,-1.0
WN,BUR,8.0
WN,SLC,21.0
WN,PHX,4.0
WN,PHX,2.0
WN,PHX,-3.0
WN,MSY,1.0
WN,PHX,1.0
WN,PHX,69.0
WN,ABQ,-5.0
WN,PHX,-2.0
B6,BDL,9.0
WN,BUR,-6.0
WN,SJC,
WN,SJC,8.0
WN,MSY,-4.0
WN,PHX,-6.0
WN,PHX,-5.0
WN,PHX,6.0
WN,PHX,0.0
B6,DCA,-2.0
B6,PBI,45.0
WN,BUR,-2.0
WN,SJC,-3.0
WN,ABQ,22.0
WN,PHX,2.0
WN,DCA,-1.0
WN,BDL,3.0
WN,PHX,20.0
WN,MSY,-6.0
B6,DCA,-9.0
B6,PBI,-6.0
WN,DCA,-3.0
B6,MSY,-14.0
WN,SLC,-8.0
WN,PHX,-6.0
WN,SLC,-3.0
WN,SLC,-5.0
WN,MSY,-6.0
WN,PHX,0.0
WN,PHX,-2.0
WN,PHX,42.0
WN,MSY,-3.0
WN,MSY,-7.0
WN,PHX,-1.0
WN,BDL,2.0
WN,PBI,-3.0
WN,RNO,-4.0
B6,SLC,-4.0
WN,BUR,-5.0
WN,SJC,2.0
WN,ABQ,-1.0
WN,SJC,-4.0
WN,PHX,-4.0
WN,SJC,-4.0
WN,MSY,-3.0
WN,PHX,-2.0
WN,BUR,-2.0
WN,DCA,-5.0
WN,DCA,-3.0
B6,DCA,12.0
WN,MSY,26.0
WN,BUR,
WN,ABQ,21.0
WN,PHX,-5.0
B6,PBI,-10.0
WN,BUR,-4.0
WN,MSY,-4.0
B6,BDL,0.0
WN,ABQ,19.0
WN,ABQ,5.0
WN,PHX,11.0
WN,PHX,15.0
WN,PHX,18.0
WN,PHX,18.0
WN,PHX,20.0
WN,DCA,-6.0
WN,PBI,-1.0
WN,PHX,12.0
WN,PHX,-1.0
WN,PHX,4.0
WN,PHX,5.0
WN,PHX,-3.0
B6,PBI,-8.0
WN,DCA,-3.0
WN,RNO,-4.0
WN,MSY,-2.0
WN,PBI,-6.0
B6,DCA,-4.0
WN,BUR,-2.0
WN,PHX,-2.0
WN,BUR,1.0
WN,SJC,21.0
WN,PHX,-2.0
WN,PHX,0.0
WN,PHX,7.0
WN,SJC,0.0
WN,DCA,20.0
WN,SJC,16.0
WN,MSY,-2.0
WN,PHX,15.0
WN,PHX,-2.0
B6,DCA,-11.0
WN,SJC,2.0
WN,PHX,-4.0
WN,ABQ,-4.0
WN,MSY,-4.0
WN,BUR,-1.0
WN,SJC,-6.0
WN,SLC,-8.0
B6,PBI,-1.0
B6,DCA,-6.0
WN,SJC,26.0
WN,MSY,-6.0
WN,PHX,10.0
B6,PBI,10.0
WN,PHX,9.0
WN,PHX,34.0
WN,SJC,-3.0
WN,BUR,-3.0
WN,PHX,37.0
WN,RNO,54.0
WN,SJC,76.0
WN,SJC,2.0
WN,SLC,-6.0
WN,PHX,50.0
B6,DCA,0.0
WN,DCA,-5.0
WN,DCA,-1.0
WN,DCA,-4.0
WN,DCA,-10.0
WN,ABQ,-11.0
WN,MSY,-4.0
WN,PHX,12.0
WN,PHX,2.0
WN,PHX,16.0
WN,PHX,-2.0
WN,PHX,11.0
WN,PHX,-2.0
WN,SLC,-5.0
WN,MSY,-9.0
WN,PHX,7.0
WN,PHX,-2.0
WN,PHX,47.0
WN,SJC,33.0
B6,PBI,15.0
WN,BUR,3.0
WN,SJC,-5.0
WN,MSY,-6.0
WN,BUR,-3.0
WN,BUR,-3.0
WN,MSY,-3.0
WN,MSY,-7.0
B6,PHX,13.0
WN,SJC,-5.0
B6,BUR,-5.0
WN,SLC,-5.0
WN,MSY,-7.0
WN,BUR,-2.0
WN,PHX,-6.0
WN,PHX,-3.0
WN,PHX,2.0
WN,PHX,29.0
WN,SJC,-6.0
WN,SJC,-7.0
WN,PHX,12.0
WN,SJC,-4.0
WN,SJC,84.0
WN,PHX,9.0
WN,PHX,-5.0
B6,PHX,17.0
B6,SJC,-10.0
B6,SLC,-2.0
B6,SLC,42.0
B6,ABQ,-9.0
WN,PHX,-4.0
WN,PHX,0.0
WN,MSY,-2.0
WN,ABQ,-2.0
WN,BDL,-2.0
WN,PHX,-1.0
WN,PHX,0.0
WN,BDL,1.0
WN,PHX,-4.0
WN,PHX,-4.0
WN,PHX,0.0
WN,PHX,-1.0
WN,SLC,-2.0
WN,ABQ,-4.0
B6,PBI,-2.0
B6,PBI,-7.0
B6,DCA,-6.0
WN,DCA,-5.0
WN,ABQ,-1.0
WN,PHX,2.0
WN,PHX,-3.0
WN,PHX,-1.0
WN,PHX,0.0
WN,PHX,-2.0
WN,RNO,
WN,SLC,-8.0
WN,MSY,-4.0
WN,MSY,-5.0
WN,MSY,-4.0
B6,DCA,-9.0
WN,DCA,-10.0
WN,ABQ,-5.0
WN,ABQ,-1.0
WN,BDL,-2.0
WN,SLC,-1.0
B6,PBI,-5.0
WN,DCA,-8.0
WN,PHX,-4.0
WN,RNO,-2.0
B6,BDL,-2.0
WN,MSY,-3.0
WN,PHX,1.0
WN,SLC,-3.0
WN,DCA,-5.0
WN,SJC,0.0
WN,SJC,1.0
WN,SJC,-3.0
WN,SJC,-4.0
WN,SJC,-3.0
WN,ABQ,-4.0
WN,BDL,-3.0
WN,SLC,-1.0
WN,BDL,0.0
WN,SJC,-5.0
WN,DCA,-5.0
WN,ABQ,-4.0
WN,PBI,-3.0
WN,DCA,-3.0
WN,PHX,0.0
B6,DCA,-9.0
B6,DCA,-17.0
WN,DCA,-3.0
WN,ABQ,-2.0
WN,BUR,-5.0
WN,RNO,-3.0
WN,SJC,-4.0
WN,SLC,0.0
WN,MSY,-1.0
WN,BUR,-1.0
WN,PHX,-4.0
WN,BUR,-5.0
WN,PHX,-1.0
WN,MSY,-1.0
WN,BDL,0.0
WN,PHX,5.0
B6,BDL,-8.0
WN,PHX,-4.0
WN,PHX,0.0
WN,PHX,-5.0
WN,PHX,-3.0
WN,MSY,-1.0
WN,BDL,-4.0
WN,PHX,1.0
WN,PHX,8.0
WN,BDL,4.0
WN,PHX,11.0
WN,SJC,-5.0
WN,MSY,-4.0
B6,PBI,-5.0
WN,BUR,1.0
WN,PHX,0.0
WN,SJC,-5.0
WN,DCA,-1.0
WN,BUR,-1.0
WN,SJC,-2.0
B6,DCA,-12.0
B6,DCA,85.0
WN,ABQ,-1.0
WN,BUR,-5.0
WN,PHX,-1.0
WN,PHX,-1.0
WN,PHX,65.0
WN,RNO,4.0
WN,MSY,-4.0
WN,MSY,-4.0
B6,PBI,-10.0
WN,BUR,-5.0
WN,SJC,-6.0
WN,SLC,34.0
WN,PHX,1.0
B6,BDL,-4.0
WN,BDL,-2.0
WN,SJC,-5.0
WN,SJC,-1.0
WN,DCA,-5.0
WN,BDL,0.0
WN,SJC,-4.0
B6,DCA,-12.0
WN,PHX,1.0
B6,DCA,-17.0
WN,PHX,116.0
WN,PHX,-5.0
WN,PHX,-3.0
WN,PHX,34.0
WN,PHX,-2.0
WN,PHX,0.0
WN,SJC,4.0
WN,PHX,-3.0
WN,PHX,0.0
WN,PHX,25.0
WN,PHX,1.0
WN,SJC,-1.0
WN,MSY,-4.0
WN,PHX,-1.0
WN,PBI,-5.0
WN,SLC,-5.0
WN,DCA,-6.0
WN,DCA,-5.0
WN,PHX,0.0
WN,SJC,-3.0
WN,BUR,0.0
WN,PHX,-4.0
WN,PHX,7.0
WN,MSY,-1.0
WN,ABQ,-4.0
WN,RNO,-5.0
B6,DCA,-6.0
WN,BUR,-3.0
WN,SJC,-5.0
B6,BDL,-8.0
WN,SLC,-3.0
WN,MSY,4.0
WN,DCA,-3.0
WN,PHX,2.0
B6,PBI,-8.0
WN,PHX,-5.0
B6,MSY,-10.0
WN,PHX,-1.0
WN,BUR,4.0
WN,RNO,-2.0
WN,PHX,9.0
WN,SJC,-4.0
WN,SJC,-4.0
B6,DCA,-7.0
WN,SJC,-6.0
WN,MSY,-2.0
B6,PBI,-1.0
WN,PHX,7.0
WN,BUR,-2.0
WN,PHX,1.0
WN,PHX,0.0
WN,PHX,16.0
WN,PHX,11.0
WN,PHX,3.0
WN,PHX,14.0
WN,ABQ,-6.0
WN,PHX,5.0
WN,PHX,1.0
WN,PHX,4.0
WN,PHX,6.0
WN,RNO,-4.0
WN,ABQ,1.0
WN,ABQ,-4.0
WN,PHX,5.0
WN,PBI,-2.0
WN,PHX,4.0
WN,PHX,-1.0
WN,MSY,-2.0
B6,BDL,-5.0
B6,DCA,-10.0
WN,PHX,5.0
WN,PHX,8.0
WN,SLC,28.0
WN,BUR,-3.0
B6,PBI,-5.0
WN,ABQ,-2.0
WN,PBI,4.0
WN,PHX,-4.0
WN,ABQ,-2.0
WN,DCA,-5.0
WN,SJC,-6.0
WN,SJC,-5.0
B6,DCA,9.0
B6,PBI,9.0
WN,DCA,-9.0
WN,PHX,-1.0
WN,PHX,15.0
WN,PHX,5.0
WN,SLC,78.0
B6,PBI,5.0
WN,PHX,6.0
WN,SLC,2.0
WN,MSY,-3.0
WN,MSY,-5.0
WN,BUR,-1.0
WN,MSY,-5.0
WN,PHX,10.0
WN,BUR,-4.0
WN,PHX,19.0
WN,SJC,-1.0
WN,DCA,-5.0
WN,BUR,-4.0
WN,RNO,-1.0
B6,DCA,-8.0
WN,BDL,2.0
WN,PHX,-3.0
WN,SLC,3.0
WN,SJC,-4.0
WN,DCA,-4.0
WN,PHX,-2.0
WN,PHX,8.0
B6,PBI,34.0
WN,DCA,-2.0
WN,DCA,11.0
WN,PHX,-1.0
WN,PHX,14.0
WN,SJC,-2.0
WN,DCA,-7.0
WN,DCA,-6.0
WN,ABQ,5.0
WN,BUR,
WN,PBI,-5.0
WN,PHX,-4.0
WN,PHX,-4.0
WN,SJC,-4.0
WN,ABQ,16.0
WN,PHX,6.0
WN,PHX,5.0
B6,PBI,
B6,PBI,15.0
WN,SJC,-6.0
B6,BDL,0.0
WN,MSY,-1.0
B6,DCA,-10.0
WN,BUR,-2.0
WN,SJC,1.0
WN,SLC,13.0
WN,MSY,-4.0
WN,MSY,3.0
WN,MSY,-4.0
B6,SLC,-8.0
WN,DCA,-10.0
WN,PHX,-5.0
WN,PHX,-1.0
WN,PHX,18.0
WN,RNO,3.0
WN,MSY,69.0
WN,BUR,9.0
B6,DCA,-6.0
WN,ABQ,-5.0
WN,PHX,15.0
WN,PHX,-3.0
WN,PHX,1.0
WN,PHX,24.0
B6,PBI,8.0
WN,BDL,0.0
WN,PBI,-5.0
WN,ABQ,23.0
WN,PHX,26.0
WN,SJC,-3.0
WN,PBI,0.0
WN,PHX,-6.0
WN,PHX,18.0
WN,PHX,-1.0
WN,RNO,-3.0
WN,ABQ,31.0
B6,DCA,-5.0
WN,PHX,3.0
WN,SJC,-5.0
WN,SLC,3.0
WN,MSY,0.0
WN,PHX,1.0
WN,MSY,-2.0
WN,PHX,-3.0
WN,BUR,39.0
WN,PHX,73.0
WN,PHX,-1.0
WN,DCA,-5.0
WN,BUR,2.0
WN,BUR,-2.0
WN,BUR,-3.0
WN,PHX,0.0
WN,SJC,2.0
B6,DCA,-10.0
WN,PHX,32.0
WN,SJC,0.0
WN,DCA,-2.0
WN,BUR,-1.0
WN,RNO,7.0
WN,SJC,-3.0
WN,PHX,20.0
WN,SJC,-4.0
B6,BDL,-2.0
WN,DCA,-8.0
WN,BDL,8.0
WN,RNO,-1.0
WN,BDL,0.0
WN,PHX,34.0
WN,SJC,30.0
WN,MSY,15.0
WN,MSY,1.0
WN,DCA,0.0
WN,MSY,72.0
B6,DCA,-10.0
WN,ABQ,2.0
WN,PHX,8.0
WN,MSY,5.0
WN,PHX,3.0
WN,PHX,1.0
WN,SLC,-2.0
B6,PBI,4.0
WN,RNO,5.0
B6,DCA,-8.0
WN,PHX,3.0
WN,PHX,1.0
WN,MSY,-5.0
WN,BDL,-2.0
WN,PHX,0.0
WN,PHX,1.0
WN,BUR,-4.0
WN,BDL,5.0
WN,PHX,7.0
WN,PHX,1.0
WN,PHX,0.0
WN,SJC,-6.0
WN,SJC,-4.0
WN,SLC,15.0
WN,DCA,-5.0
WN,ABQ,5.0
WN,PHX,3.0
WN,PHX,10.0
WN,MSY,8.0
WN,PHX,2.0
WN,SJC,-3.0
WN,DCA,-4.0
WN,DCA,-2.0
WN,BUR,-2.0
WN,MSY,1.0
B6,DCA,-6.0
WN,PBI,-1.0
WN,PHX,11.0
WN,SLC,-2.0
B6,DCA,-4.0
WN,BUR,
WN,PHX,2.0
WN,PHX,-4.0
WN,SJC,-1.0
WN,MSY,19.0
WN,DCA,-5.0
WN,BUR,-4.0
WN,PHX,-1.0
WN,MSY,26.0
WN,PHX,9.0
WN,SJC,0.0
WN,ABQ,-3.0
WN,SLC,0.0
B6,BDL,8.0
WN,DCA,-5.0
WN,RNO,-5.0
WN,SJC,-2.0
WN,ABQ,34.0
WN,SLC,92.0
WN,MSY,5.0
WN,BUR,-4.0
WN,PHX,16.0
WN,RNO,-4.0
B6,PBI,184.0
WN,ABQ,2.0
WN,PHX,109.0
WN,SJC,-3.0
WN,SJC,6.0
B6,MSY,-5.0
WN,DCA,2.0
WN,BDL,22.0
WN,DCA,11.0
WN,DCA,45.0
WN,MSY,-4.0
B6,DCA,169.0
WN,PHX,-1.0
WN,BDL,9.0
WN,PHX,0.0
WN,BUR,0.0
WN,SLC,7.0
WN,PHX,102.0
WN,PHX,-3.0
WN,PHX,2.0
WN,PHX,2.0
WN,PHX,35.0
WN,MSY,8.0
WN,ABQ,5.0
WN,PHX,-6.0
B6,BDL,-10.0
WN,BUR,3.0
WN,PHX,-2.0
WN,PHX,0.0
WN,PHX,19.0
WN,PHX,1.0
WN,SJC,-4.0
WN,SJC,-8.0
WN,MSY,0.0
B6,DCA,-7.0
B6,PBI,38.0
WN,ABQ,-3.0
WN,BUR,-4.0
WN,PHX,3.0
WN,SJC,150.0
WN,DCA,0.0
WN,BDL,-7.0
WN,PHX,7.0
WN,MSY,-7.0
B6,DCA,49.0
B6,PBI,69.0
WN,DCA,-8.0
B6,MSY,218.0
WN,PHX,-1.0
WN,SLC,0.0
WN,PHX,3.0
WN,PHX,17.0
WN,PHX,-3.0
WN,SLC,3.0
WN,SLC,-2.0
WN,MSY,-5.0
WN,PHX,4.0
WN,MSY,-3.0
WN,MSY,-3.0
WN,BDL,6.0
WN,PBI,-1.0
WN,RNO,-5.0
B6,SLC,90.0
WN,ABQ,28.0
WN,BUR,38.0
WN,SJC,10.0
WN,PHX,75.0
WN,SJC,-3.0
WN,PHX,0.0
WN,SJC,12.0
WN,MSY,-4.0
WN,BUR,-2.0
WN,DCA,3.0
WN,DCA,-7.0
B6,DCA,-5.0
WN,MSY,6.0
WN,ABQ,15.0
WN,BUR,-3.0
WN,PHX,-10.0
B6,PBI,-10.0
WN,BUR,-1.0
WN,MSY,-5.0
B6,BDL,11.0
WN,ABQ,17.0
WN,ABQ,24.0
WN,PHX,9.0
WN,PHX,19.0
WN,PHX,61.0
WN,PHX,13.0
WN,PHX,7.0
WN,DCA,-4.0
WN,PBI,4.0
WN,PHX,10.0
WN,PHX,9.0
WN,PHX,11.0
WN,PHX,18.0
WN,PHX,5.0
B6,PBI,21.0
WN,DCA,2.0
WN,RNO,-2.0
WN,PBI,-9.0
WN,MSY,-6.0
B6,DCA,5.0
WN,BUR,-3.0
WN,PHX,-2.0
WN,BUR,-1.0
WN,PHX,-2.0
WN,PHX,1.0
WN,PHX,38.0
WN,SJC,-5.0
WN,SJC,-3.0
WN,DCA,-3.0
WN,PHX,1.0
WN,PHX,14.0
WN,SJC,0.0
WN,MSY,0.0
B6,DCA,77.0
WN,PHX,8.0
WN,SJC,-4.0
WN,ABQ,-4.0
WN,MSY,-3.0
WN,BUR,-1.0
WN,SJC,-7.0
WN,SLC,1.0
B6,PBI,202.0
B6,DCA,-11.0
WN,PHX,15.0
WN,SJC,92.0
WN,MSY,25.0
B6,PBI,45.0
WN,PHX,-4.0
WN,PHX,-4.0
WN,SJC,-3.0
WN,BUR,47.0
WN,PHX,24.0
WN,RNO,-7.0
WN,PHX,51.0
WN,SJC,19.0
WN,SJC,-5.0
WN,SLC,-4.0
B6,DCA,-9.0
WN,RNO,7.0
WN,DCA,54.0
WN,DCA,-9.0
WN,DCA,-8.0
WN,DCA,-5.0
WN,ABQ,-7.0
WN,PHX,10.0
WN,PHX,16.0
WN,PHX,-4.0
WN,PHX,129.0
WN,PHX,-2.0
WN,PHX,9.0
WN,MSY,-5.0
WN,PHX,-2.0
WN,PHX,17.0
WN,PHX,2.0
WN,SLC,-5.0
WN,MSY,-5.0
WN,SJC,-6.0
B6,PBI,140.0
WN,BUR,-4.0
WN,SJC,-7.0
WN,MSY,0.0
WN,BUR,-3.0
WN,BUR,-4.0
WN,MSY,-5.0
WN,MSY,-4.0
B6,PHX,9.0
WN,SJC,-10.0
B6,BUR,-5.0
WN,SLC,-4.0
WN,MSY,1.0
WN,BUR,-2.0
WN,PHX,-6.0
WN,PHX,0.0
WN,PHX,2.0
WN,PHX,2.0
WN,PHX,-4.0
WN,SJC,-3.0
WN,SJC,0.0
WN,PHX,1.0
WN,SJC,-4.0
WN,SJC,-7.0
WN,PHX,-5.0
B6,PHX,12.0
B6,SLC,97.0
B6,SLC,-4.0
WN,PHX,-1.0
WN,MSY,-5.0
WN,PHX,-2.0
WN,ABQ,-2.0
WN,BDL,0.0
WN,PHX,-3.0
WN,PHX,6.0
WN,BDL,-4.0
WN,PHX,-2.0
WN,PHX,-5.0
WN,PHX,-6.0
WN,PHX,-2.0
WN,SLC,-3.0
WN,ABQ,-5.0
B6,PBI,-3.0
B6,PBI,-2.0
B6,DCA,-9.0
WN,DCA,-5.0
WN,ABQ,-7.0
WN,MSY,-3.0
WN,MSY,-7.0
WN,MSY,
WN,PHX,8.0
WN,PHX,-5.0
WN,PHX,-3.0
WN,PHX,-2.0
WN,PHX,-3.0
WN,RNO,-6.0
WN,SLC,6.0
B6,DCA,-11.0
WN,DCA,-5.0
WN,ABQ,0.0
WN,ABQ,-7.0
WN,BDL,-2.0
WN,SLC,-3.0
B6,PBI,-9.0
WN,DCA,-8.0
WN,PHX,-6.0
WN,RNO,11.0
B6,BDL,-7.0
WN,MSY,-8.0
WN,PHX,7.0
WN,SLC,-5.0
WN,DCA,-5.0
WN,SJC,0.0
WN,SJC,-1.0
WN,SJC,-3.0
WN,SJC,-4.0
WN,SJC,-3.0
WN,ABQ,-1.0
WN,BDL,-5.0
WN,SLC,3.0
WN,BDL,4.0
WN,SJC,-2.0
WN,DCA,-8.0
WN,ABQ,-5.0
WN,PBI,-4.0
WN,DCA,-5.0
WN,PHX,-3.0
B6,DCA,-7.0
B6,DCA,34.0
WN,DCA,-5.0
WN,ABQ,-2.0
WN,BUR,-6.0
WN,MSY,2.0
WN,RNO,-1.0
WN,SJC,-4.0
WN,SLC,-3.0
WN,BUR,-5.0
WN,PHX,-4.0
WN,BUR,-4.0
WN,MSY,-2.0
WN,PHX,0.0
WN,BDL,-3.0
WN,PHX,12.0
B6,BDL,39.0
WN,PHX,0.0
WN,MSY,-5.0
WN,PHX,0.0
WN,PHX,1.0
WN,PHX,-2.0
WN,BDL,-4.0
WN,PHX,-1.0
WN,PHX,-1.0
WN,BDL,-2.0
WN,MSY,-6.0
WN,PHX,0.0
WN,SJC,9.0
B6,PBI,-5.0
WN,BUR,-2.0
WN,PHX,-3.0
WN,SJC,-3.0
WN,DCA,-7.0
WN,BUR,1.0
WN,SJC,-5.0
B6,DCA,-10.0
B6,DCA,-5.0
WN,ABQ,26.0
WN,BUR,-2.0
WN,MSY,0.0
WN,MSY,-6.0
WN,PHX,-5.0
WN,PHX,0.0
WN,PHX,-3.0
WN,RNO,-6.0
B6,PBI,-9.0
WN,BUR,-3.0
WN,SJC,-4.0
WN,SLC,-2.0
WN,PHX,11.0
B6,BDL,12.0
WN,BDL,-2.0
WN,SJC,0.0
WN,SJC,-1.0
WN,DCA,-5.0
WN,BDL,-1.0
WN,SJC,1.0
B6,DCA,-14.0
WN,PHX,-2.0
B6,DCA,-10.0
WN,PHX,8.0
WN,PHX,0.0
WN,PHX,-1.0
WN,PHX,-4.0
WN,PHX,-2.0
WN,PHX,1.0
WN,SJC,14.0
WN,MSY,-2.0
WN,PHX,-1.0
WN,PHX,-1.0
WN,PHX,2.0
WN,PHX,-1.0
WN,SJC,-5.0
WN,PHX,-1.0
WN,PBI,-9.0
WN,SLC,-1.0
WN,DCA,-5.0
WN,DCA,-6.0
WN,PHX,3.0
WN,SJC,-1.0
WN,BUR,-3.0
WN,MSY,39.0
WN,PHX,-3.0
WN,PHX,0.0
WN,ABQ,-1.0
WN,RNO,-3.0
B6,DCA,-6.0
WN,BUR,-4.0
WN,SJC,-8.0
B6,BDL,-3.0
WN,MSY,-3.0
WN,SLC,-4.0
WN,DCA,-4.0
WN,PHX,15.0
B6,PBI,-8.0
WN,PHX,-2.0
B6,MSY,-8.0
WN,PHX,1.0
WN,BUR,-1.0
WN,RNO,-4.0
WN,PHX,0.0
WN,SJC,-2.0
WN,SJC,-3.0
B6,DCA,-9.0
WN,MSY,24.0
WN,SJC,-3.0
B6,PBI,-4.0
WN,PHX,2.0
WN,BUR,-1.0
WN,PHX,-1.0
WN,PHX,-1.0
WN,PHX,5.0
WN,PHX,38.0
WN,PHX,22.0
WN,PHX,2.0
WN,ABQ,-1.0
WN,PHX,-2.0
WN,PHX,4.0
WN,PHX,6.0
WN,PHX,2.0
WN,RNO,-5.0
WN,ABQ,2.0
WN,ABQ,22.0
WN,PHX,2.0
WN,MSY,-5.0
WN,PBI,-2.0
WN,PHX,1.0
WN,PHX,8.0
B6,BDL,-14.0
B6,DCA,-12.0
WN,PHX,4.0
WN,PHX,14.0
WN,SLC,-3.0
WN,BUR,-2.0
B6,PBI,94.0
WN,ABQ,-5.0
WN,PBI,3.0
WN,PHX,0.0
WN,ABQ,6.0
WN,DCA,-4.0
WN,SJC,3.0
WN,SJC,-3.0
B6,DCA,-10.0
B6,PBI,6.0
WN,DCA,-7.0
WN,PHX,0.0
WN,PHX,13.0
WN,PHX,10.0
WN,SLC,3.0
B6,PBI,-8.0
WN,MSY,0.0
WN,MSY,-3.0
WN,PHX,0.0
WN,SLC,-9.0
WN,BUR,-3.0
WN,MSY,0.0
WN,PHX,6.0
WN,BUR,-4.0
WN,PHX,16.0
WN,SJC,-4.0
WN,DCA,-6.0
WN,BUR,-1.0
WN,RNO,5.0
B6,DCA,-7.0
WN,BDL,-3.0
WN,PHX,-5.0
WN,SLC,-1.0
WN,SJC,-4.0
WN,DCA,-5.0
WN,PHX,1.0
WN,PHX,17.0
B6,PBI,122.0
WN,DCA,0.0
WN,DCA,-3.0
WN,PHX,0.0
WN,PHX,2.0
WN,SJC,-1.0
WN,DCA,-1.0
WN,ABQ,56.0
WN,BUR,-5.0
WN,DCA,-1.0
WN,PBI,-6.0
WN,PHX,-2.0
WN,PHX,-1.0
WN,SJC,-5.0
WN,ABQ,5.0
WN,PHX,0.0
WN,PHX,-3.0
B6,PBI,154.0
B6,PBI,134.0
WN,SJC,-3.0
B6,BDL,-4.0
WN,MSY,3.0
B6,DCA,-5.0
WN,BUR,-3.0
WN,MSY,0.0
WN,SJC,42.0
WN,SLC,15.0
WN,MSY,-4.0
WN,MSY,0.0
B6,SLC,-6.0
WN,DCA,-2.0
WN,PHX,-4.0
WN,MSY,-1.0
