AIRLINE,ORIGIN_AIRPORT,DEPARTURE_DELAY
WN,PHX,-1.0
WN,PHX,11.0
WN,PHX,0.0
B6,DCA,15.0
WN,SJC,5.0
WN,PHX,89.0
WN,PHX,-2.0
WN,PHX,-3.0
WN,PHX,0.0
WN,SJC,9.0
WN,ABQ,-4.0
WN,SJC,1.0
WN,PHX,25.0
WN,ABQ,-4.0
WN,SLC,-5.0
WN,MSY,3.0
WN,PHX,6.0
WN,SJC,-1.0
WN,BUR,-2.0
WN,PHX,-2.0
WN,SJC,26.0
WN,PHX,-2.0
WN,MSY,-1.0
WN,DCA,-6.0
WN,DCA,0.0
WN,MSY,-7.0
WN,PHX,-1.0
WN,PHX,1.0
B6,DCA,6.0
B6,PBI,7.0
B6,PBI,57.0
WN,BUR,0.0
WN,SJC,2.0
WN,PHX,7.0
WN,PHX,5.0
WN,ABQ,0.0
WN,BUR,-3.0
WN,SJC,7.0
WN,PBI,30.0
WN,PHX,11.0
WN,PHX,5.0
WN,PHX,8.0
WN,PHX,8.0
WN,ABQ,13.0
WN,PHX,-1.0
WN,RNO,7.0
WN,DCA,4.0
WN,DCA,8.0
WN,PHX,10.0
B6,DCA,-4.0
B6,DCA,0.0
WN,ABQ,9.0
WN,MSY,-1.0
WN,BUR,-4.0
WN,SLC,-4.0
WN,PHX,-1.0
WN,PHX,0.0
WN,PHX,1.0
WN,BDL,2.0
WN,MSY,0.0
WN,PHX,6.0
WN,PHX,-1.0
WN,ABQ,17.0
WN,SLC,7.0
WN,BDL,0.0
WN,MSY,-2.0
WN,SJC,-3.0
WN,PHX,67.0
WN,PHX,-5.0
B6,PBI,55.0
WN,DCA,-5.0
WN,SJC,12.0
B6,BDL,-8.0
WN,PHX,5.0
WN,BUR,13.0
WN,PHX,12.0
B6,PBI,0.0
WN,DCA,0.0
WN,PHX,15.0
WN,SJC,16.0
WN,PBI,3.0
WN,MSY,16.0
B6,SLC,11.0
WN,ABQ,7.0
WN,PHX,15.0
WN,PHX,7.0
WN,DCA,6.0
WN,SLC,2.0
WN,SJC,6.0
WN,MSY,-5.0
WN,PHX,19.0
WN,PHX,0.0
WN,PHX,6.0
WN,SJC,-1.0
WN,DCA,50.0
WN,SJC,-1.0
WN,PHX,0.0
B6,DCA,18.0
WN,BUR,5.0
WN,BUR,-1.0
WN,MSY,-4.0
WN,PHX,1.0
WN,RNO,7.0
B6,PBI,2.0
B6,PBI,5.0
WN,ABQ,2.0
WN,BDL,-5.0
WN,PHX,-1.0
WN,PHX,-4.0
WN,PHX,-3.0
WN,PHX,0.0
B6,DCA,5.0
WN,ABQ,23.0
WN,SJC,13.0
WN,PHX,-3.0
B6,MSY,5.0
WN,DCA,272.0
WN,RNO,14.0
WN,SJC,1.0
WN,PHX,9.0
WN,BUR,9.0
WN,SLC,42.0
WN,MSY,3.0
WN,MSY,-1.0
WN,PHX,0.0
WN,BUR,22.0
WN,SJC,15.0
WN,RNO,25.0
WN,BUR,0.0
WN,PHX,36.0
WN,DCA,-3.0
WN,PHX,25.0
B6,DCA,21.0
WN,DCA,6.0
WN,SLC,20.0
WN,RNO,7.0
WN,SJC,6.0
B6,DCA,3.0
WN,BUR,-4.0
WN,MSY,1.0
WN,SLC,0.0
WN,BDL,10.0
WN,PHX,14.0
WN,PHX,13.0
WN,SJC,5.0
WN,PHX,4.0
WN,PHX,0.0
WN,MSY,13.0
WN,BUR,-4.0
WN,MSY,10.0
WN,PHX,69.0
WN,DCA,-1.0
WN,PHX,37.0
WN,PHX,2.0
WN,BDL,53.0
WN,PHX,7.0
B6,DCA,28.0
WN,ABQ,54.0
WN,SJC,-2.0
WN,SLC,10.0
WN,PHX,0.0
B6,PBI,37.0
WN,ABQ,6.0
WN,MSY,-5.0
WN,ABQ,9.0
WN,SJC,26.0
WN,MSY,23.0
WN,DCA,39.0
WN,RNO,-4.0
WN,SJC,35.0
WN,MSY,-2.0
WN,PHX,-5.0
B6,BDL,0.0
B6,PBI,17.0
WN,SJC,1.0
WN,PHX,6.0
WN,BUR,17.0
WN,PHX,9.0
WN,ABQ,17.0
WN,DCA,27.0
WN,SLC,15.0
WN,SLC,-1.0
WN,MSY,-2.0
WN,PHX,-1.0
WN,DCA,33.0
WN,PHX,2.0
WN,MSY,-4.0
WN,PHX,5.0
WN,BDL,4.0
WN,PHX,44.0
WN,PHX,-1.0
WN,SJC,-3.0
B6,DCA,26.0
WN,SJC,5.0
WN,PHX,6.0
WN,SJC,-4.0
B6,PBI,23.0
WN,DCA,12.0
WN,PHX,0.0
WN,PHX,25.0
B6,DCA,30.0
WN,DCA,17.0
WN,BDL,13.0
WN,MSY,32.0
WN,PHX,2.0
WN,PHX,-1.0
WN,PHX,78.0
WN,DCA,25.0
WN,PHX,5.0
WN,ABQ,0.0
WN,BUR,15.0
WN,PHX,83.0
WN,DCA,3.0
WN,PHX,10.0
WN,RNO,-5.0
WN,ABQ,28.0
WN,BUR,-2.0
WN,DCA,13.0
WN,SJC,1.0
WN,SLC,46.0
WN,PHX,58.0
WN,PHX,-2.0
B6,BDL,3.0
WN,BUR,-2.0
WN,PHX,9.0
WN,DCA,66.0
WN,PHX,20.0
WN,RNO,-6.0
B6,PBI,5.0
WN,DCA,46.0
WN,MSY,-5.0
WN,PHX,21.0
WN,PHX,7.0
WN,SJC,0.0
WN,PHX,11.0
WN,PHX,9.0
B6,DCA,45.0
WN,DCA,15.0
WN,SJC,-6.0
WN,ABQ,6.0
B6,MSY,208.0
WN,BDL,1.0
WN,ABQ,2.0
WN,BUR,-7.0
WN,SJC,-2.0
WN,ABQ,73.0
WN,MSY,64.0
WN,SJC,15.0
WN,BDL,9.0
WN,PHX,0.0
WN,PHX,137.0
B6,DCA,13.0
B6,BDL,-4.0
WN,MSY,26.0
WN,PBI,35.0
WN,PHX,4.0
WN,BUR,4.0
WN,DCA,54.0
WN,MSY,43.0
B6,DCA,-3.0
WN,SLC,27.0
WN,PHX,-2.0
WN,PHX,4.0
WN,RNO,-5.0
WN,SJC,16.0
WN,SLC,-6.0
WN,SJC,25.0
B6,PBI,10.0
WN,BUR,-2.0
WN,PHX,13.0
WN,PHX,5.0
WN,ABQ,16.0
WN,DCA,31.0
WN,DCA,-1.0
WN,SLC,-1.0
WN,SJC,-6.0
WN,MSY,19.0
WN,PHX,-3.0
WN,SJC,5.0
WN,ABQ,18.0
B6,PBI,35.0
B6,DCA,5.0
B6,BDL,-1.0
B6,DCA,21.0
WN,BUR,13.0
WN,DCA,21.0
WN,SJC,2.0
WN,PBI,51.0
WN,PHX,67.0
B6,SLC,18.0
WN,BUR,-3.0
WN,BUR,-1.0
WN,MSY,-3.0
WN,PHX,46.0
WN,PHX,32.0
WN,PHX,12.0
WN,PHX,43.0
WN,SJC,-5.0
WN,ABQ,-1.0
WN,DCA,13.0
WN,PHX,1.0
WN,PHX,33.0
WN,PHX,21.0
WN,PHX,29.0
WN,PHX,9.0
WN,PHX,5.0
B6,PBI,26.0
WN,MSY,-5.0
WN,PHX,2.0
WN,PHX,9.0
WN,MSY,50.0
WN,BUR,0.0
WN,PHX,36.0
B6,PBI,86.0
WN,MSY,4.0
WN,PHX,6.0
WN,PHX,124.0
WN,DCA,6.0
WN,DCA,10.0
WN,SJC,-5.0
WN,MSY,8.0
B6,BDL,29.0
B6,DCA,24.0
B6,PBI,165.0
WN,PHX,-3.0
WN,PHX,38.0
WN,PBI,29.0
WN,PHX,27.0
WN,PHX,25.0
WN,SJC,-6.0
B6,PBI,172.0
B6,DCA,-8.0
WN,BUR,-3.0
WN,DCA,45.0
WN,PHX,41.0
WN,BUR,-6.0
WN,MSY,3.0
WN,BUR,-3.0
WN,SJC,1.0
WN,SJC,18.0
WN,SJC,-1.0
B6,PBI,8.0
WN,ABQ,31.0
WN,SLC,5.0
WN,ABQ,32.0
WN,BUR,-6.0
WN,BDL,13.0
WN,DCA,-1.0
WN,RNO,-5.0
WN,SJC,14.0
WN,SJC,40.0
WN,PHX,21.0
WN,PHX,89.0
WN,PHX,15.0
WN,PHX,44.0
WN,PHX,1.0
WN,RNO,-7.0
WN,PHX,15.0
WN,PHX,17.0
WN,PHX,2.0
B6,DCA,33.0
B6,DCA,42.0
WN,DCA,22.0
WN,PHX,1.0
WN,MSY,-3.0
WN,SJC,-1.0
WN,MSY,-3.0
WN,PHX,-3.0
WN,BUR,-6.0
WN,SJC,-8.0
WN,BUR,0.0
WN,MSY,11.0
WN,SJC,4.0
WN,PHX,-3.0
WN,SJC,-1.0
WN,SLC,-2.0
WN,SJC,-5.0
WN,BUR,-3.0
WN,SJC,-5.0
WN,PHX,20.0
B6,SJC,-3.0
B6,BUR,-10.0
WN,PHX,31.0
WN,PHX,-2.0
WN,SLC,-5.0
WN,SJC,29.0
WN,PHX,56.0
WN,MSY,-1.0
WN,SLC,53.0
WN,MSY,-3.0
B6,PHX,-6.0
WN,PHX,5.0
B6,SLC,14.0
B6,SJC,66.0
B6,ABQ,4.0
B6,RNO,75.0
B6,SLC,8.0
B6,PHX,2.0
WN,BDL,-2.0
WN,RNO,0.0
WN,PHX,-1.0
WN,PHX,1.0
WN,PBI,-8.0
WN,PHX,-4.0
WN,SLC,-2.0
WN,MSY,-3.0
WN,BDL,-1.0
WN,RNO,-4.0
WN,ABQ,-6.0
WN,SLC,-3.0
WN,MSY,-1.0
WN,ABQ,2.0
WN,MSY,-4.0
WN,BDL,-1.0
WN,PHX,-4.0
WN,PHX,-5.0
WN,PHX,-7.0
WN,RNO,-4.0
WN,SLC,-1.0
WN,DCA,-6.0
WN,DCA,
WN,MSY,-5.0
B6,PBI,-4.0
WN,ABQ,1.0
WN,PHX,-7.0
WN,DCA,-4.0
WN,ABQ,0.0
WN,PHX,-4.0
WN,MSY,-4.0
WN,DCA,-2.0
WN,DCA,-5.0
B6,PBI,-6.0
WN,ABQ,-5.0
B6,DCA,1.0
WN,BDL,-2.0
WN,RNO,-1.0
B6,BDL,-5.0
WN,PBI,-3.0
WN,SJC,0.0
WN,SJC,0.0
B6,DCA,-1.0
WN,ABQ,-4.0
WN,RNO,-7.0
WN,SJC,-5.0
WN,SJC,-2.0
WN,SJC,-3.0
WN,MSY,-5.0
WN,BDL,-3.0
WN,PHX,4.0
WN,SJC,-5.0
WN,SJC,-3.0
WN,SLC,-3.0
WN,PHX,-3.0
WN,DCA,-2.0
WN,DCA,-3.0
WN,BDL,0.0
WN,BUR,-5.0
WN,PHX,-5.0
WN,PHX,-3.0
WN,MSY,-5.0
B6,DCA,-4.0
WN,ABQ,-5.0
WN,BUR,-5.0
WN,MSY,-5.0
WN,BUR,-8.0
WN,BUR,-3.0
WN,PHX,-5.0
WN,PHX,-7.0
WN,PHX,-4.0
WN,ABQ,-4.0
WN,BUR,0.0
WN,SLC,-2.0
WN,MSY,-5.0
B6,BDL,-6.0
B6,DCA,-10.0
WN,ABQ,-4.0
WN,BDL,-1.0
WN,SJC,1.0
WN,SJC,-1.0
B6,PBI,-8.0
B6,DCA,-14.0
WN,SLC,1.0
B6,PBI,-3.0
WN,RNO,-1.0
WN,BUR,-2.0
WN,SJC,-4.0
WN,DCA,-4.0
WN,PHX,-5.0
WN,PHX,-2.0
WN,PHX,-2.0
WN,SJC,-2.0
WN,SJC,-6.0
WN,SLC,1.0
WN,DCA,-3.0
WN,MSY,-2.0
WN,PHX,-1.0
WN,SLC,2.0
WN,PHX,-3.0
WN,BDL,-5.0
WN,PHX,4.0
WN,PHX,-3.0
WN,BUR,-3.0
WN,PHX,1.0
WN,BUR,-4.0
WN,SJC,-3.0
B6,BDL,-7.0
B6,DCA,-2.0
WN,PHX,-2.0
WN,PHX,11.0
WN,BUR,20.0
WN,MSY,0.0
WN,PHX,-2.0
WN,SJC,-2.0
WN,SJC,-5.0
B6,DCA,-3.0
WN,BUR,-1.0
WN,PBI,34.0
WN,PHX,6.0
WN,PHX,-2.0
WN,DCA,-6.0
WN,PHX,0.0
WN,SJC,-1.0
WN,DCA,-2.0
WN,BDL,-5.0
WN,BUR,-2.0
WN,PHX,-8.0
WN,PHX,-1.0
WN,PHX,0.0
WN,MSY,-6.0
WN,ABQ,-5.0
WN,PHX,-5.0
WN,SJC,-5.0
WN,MSY,-3.0
B6,BDL,0.0
WN,RNO,-3.0
WN,SJC,-3.0
WN,SJC,-2.0
WN,SLC,-2.0
WN,MSY,-4.0
B6,DCA,12.0
WN,PHX,-1.0
WN,PHX,1.0
WN,MSY,-7.0
B6,DCA,-4.0
WN,PHX,-1.0
WN,SJC,0.0
WN,RNO,5.0
WN,DCA,2.0
WN,MSY,4.0
B6,PBI,-5.0
WN,BUR,3.0
WN,PHX,-1.0
WN,PHX,8.0
WN,PHX,62.0
WN,PHX,1.0
WN,ABQ,8.0
WN,BUR,-1.0
WN,PHX,3.0
WN,PHX,1.0
WN,PHX,0.0
WN,SLC,-5.0
WN,MSY,-2.0
B6,DCA,-1.0
WN,PHX,47.0
WN,PHX,1.0
WN,PHX,4.0
WN,PHX,3.0
WN,SJC,-3.0
WN,SJC,23.0
B6,PBI,20.0
WN,ABQ,-5.0
WN,PHX,19.0
WN,SJC,-1.0
WN,ABQ,-4.0
WN,PHX,-2.0
WN,SJC,16.0
WN,SLC,-4.0
WN,MSY,16.0
B6,MSY,38.0
WN,BUR,-2.0
WN,PHX,0.0
WN,SJC,-1.0
WN,PHX,-8.0
WN,MSY,-3.0
WN,PHX,-4.0
WN,PHX,-1.0
WN,DCA,-8.0
WN,DCA,-5.0
WN,MSY,13.0
B6,DCA,3.0
B6,PBI,15.0
B6,PBI,34.0
WN,BUR,-6.0
WN,PHX,0.0
WN,PHX,-3.0
WN,SJC,-4.0
WN,ABQ,5.0
WN,BUR,-5.0
WN,PBI,8.0
WN,SJC,22.0
WN,PHX,2.0
WN,PHX,11.0
WN,PHX,19.0
WN,PHX,-1.0
WN,ABQ,-2.0
WN,PHX,1.0
WN,RNO,16.0
WN,PHX,-2.0
WN,DCA,-6.0
WN,DCA,
B6,DCA,13.0
B6,DCA,-10.0
WN,ABQ,11.0
WN,MSY,158.0
WN,BUR,-3.0
WN,PHX,0.0
WN,PHX,2.0
WN,PHX,-2.0
WN,SLC,-1.0
WN,BDL,4.0
WN,PHX,6.0
WN,PHX,-3.0
WN,MSY,19.0
WN,ABQ,9.0
WN,BDL,27.0
WN,SLC,34.0
WN,MSY,1.0
WN,PHX,23.0
WN,PHX,4.0
WN,SJC,-3.0
B6,PBI,30.0
B6,PBI,8.0
WN,SJC,4.0
WN,DCA,2.0
B6,BDL,0.0
WN,PHX,-4.0
WN,BUR,0.0
WN,PHX,-2.0
WN,PHX,-3.0
WN,SJC,-2.0
WN,DCA,1.0
WN,PBI,0.0
WN,MSY,-4.0
B6,SLC,-6.0
WN,ABQ,0.0
WN,PHX,-1.0
WN,PHX,-4.0
WN,SLC,-4.0
WN,DCA,-5.0
WN,PHX,3.0
WN,PHX,-1.0
WN,PHX,-4.0
WN,SJC,-1.0
WN,SJC,-5.0
WN,MSY,-5.0
WN,SJC,-2.0
WN,DCA,-2.0
B6,DCA,49.0
WN,PHX,-3.0
WN,BUR,-1.0
WN,BUR,-5.0
WN,PHX,-3.0
WN,RNO,-3.0
WN,MSY,-1.0
B6,DCA,-6.0
B6,PBI,65.0
B6,PBI,0.0
WN,ABQ,-1.0
WN,BDL,36.0
WN,PHX,-4.0
WN,PHX,-3.0
WN,PHX,-4.0
WN,PHX,-1.0
WN,ABQ,8.0
WN,PHX,0.0
WN,SJC,-3.0
B6,MSY,52.0
WN,RNO,0.0
WN,SJC,0.0
WN,DCA,-6.0
WN,PHX,4.0
WN,BUR,4.0
WN,PHX,17.0
WN,SLC,7.0
WN,MSY,5.0
WN,MSY,7.0
WN,BUR,3.0
WN,RNO,20.0
WN,SJC,2.0
WN,BUR,19.0
WN,PHX,6.0
WN,PHX,0.0
WN,DCA,40.0
B6,DCA,-1.0
WN,RNO,0.0
WN,SJC,7.0
WN,SLC,-3.0
WN,DCA,
B6,DCA,-2.0
WN,BUR,-4.0
WN,MSY,
WN,BDL,-4.0
WN,PHX,26.0
WN,PHX,-1.0
WN,SJC,4.0
WN,SLC,5.0
WN,PHX,-6.0
WN,PHX,7.0
WN,MSY,15.0
WN,BUR,1.0
WN,PHX,-3.0
WN,MSY,8.0
WN,PHX,1.0
WN,PHX,-3.0
WN,DCA,5.0
WN,BDL,11.0
WN,PHX,-2.0
B6,DCA,32.0
WN,ABQ,5.0
B6,PBI,100.0
WN,PHX,8.0
WN,SJC,-2.0
WN,SLC,-4.0
WN,ABQ,-2.0
WN,MSY,32.0
WN,ABQ,7.0
WN,SJC,9.0
WN,MSY,17.0
WN,RNO,-2.0
WN,SJC,2.0
WN,DCA,
WN,PHX,-3.0
WN,MSY,-4.0
B6,BDL,-11.0
B6,PBI,51.0
B6,PBI,21.0
WN,PHX,-1.0
WN,SJC,8.0
WN,BUR,0.0
WN,PHX,8.0
WN,ABQ,4.0
WN,PHX,-5.0
WN,SLC,8.0
WN,SLC,7.0
WN,DCA,36.0
WN,MSY,10.0
WN,PHX,7.0
WN,DCA,19.0
WN,PHX,-2.0
WN,MSY,21.0
WN,BDL,0.0
WN,PHX,12.0
WN,PHX,72.0
WN,SJC,-5.0
B6,DCA,27.0
WN,PHX,0.0
WN,SJC,-1.0
WN,SJC,-2.0
WN,PHX,-8.0
WN,PHX,-2.0
WN,DCA,1.0
B6,DCA,70.0
WN,BDL,-4.0
WN,PHX,10.0
WN,PHX,-4.0
WN,PHX,0.0
WN,DCA,10.0
WN,MSY,25.0
WN,PHX,-2.0
WN,DCA,12.0
WN,ABQ,-2.0
WN,BUR,6.0
WN,PHX,-3.0
WN,DCA,-7.0
WN,PHX,0.0
WN,RNO,27.0
B6,PBI,116.0
WN,ABQ,2.0
WN,BUR,8.0
WN,PHX,24.0
WN,PHX,3.0
WN,SJC,-2.0
WN,SLC,23.0
WN,DCA,2.0
B6,BDL,-8.0
WN,BUR,14.0
WN,PHX,-2.0
WN,PHX,6.0
WN,RNO,-5.0
WN,DCA,-1.0
WN,PHX,-3.0
WN,PHX,-1.0
WN,SJC,-1.0
WN,DCA,173.0
WN,MSY,1.0
WN,PHX,7.0
WN,PHX,-2.0
B6,DCA,-3.0
WN,SJC,15.0
WN,DCA,0.0
WN,ABQ,13.0
B6,MSY,94.0
WN,BDL,3.0
WN,ABQ,24.0
WN,BUR,-2.0
WN,SJC,
B6,BDL,17.0
WN,ABQ,15.0
WN,SJC,1.0
WN,MSY,57.0
WN,BDL,3.0
WN,PHX,-3.0
WN,PHX,5.0
B6,DCA,13.0
WN,PBI,81.0
WN,PHX,-1.0
WN,MSY,138.0
WN,BUR,58.0
WN,DCA,13.0
WN,MSY,10.0
WN,SLC,3.0
WN,PHX,-9.0
WN,PHX,1.0
WN,RNO,-3.0
B6,DCA,65.0
WN,SJC,4.0
WN,SJC,3.0
WN,SLC,-2.0
WN,BUR,0.0
WN,PHX,0.0
WN,PHX,1.0
WN,ABQ,14.0
WN,SLC,-1.0
WN,DCA,-2.0
WN,DCA,-5.0
WN,PHX,-3.0
WN,SJC,0.0
WN,MSY,14.0
WN,SJC,13.0
B6,BDL,42.0
WN,ABQ,27.0
B6,DCA,246.0
B6,DCA,244.0
WN,BUR,0.0
WN,PBI,58.0
WN,PHX,9.0
WN,SJC,-2.0
WN,DCA,0.0
WN,BUR,-2.0
WN,BUR,
WN,PHX,13.0
WN,PHX,43.0
WN,PHX,-6.0
WN,PHX,37.0
WN,SJC,-3.0
WN,MSY,23.0
WN,ABQ,-3.0
WN,PHX,0.0
WN,PHX,27.0
WN,PHX,23.0
WN,DCA,12.0
B6,SLC,1.0
WN,PHX,17.0
WN,PHX,45.0
WN,PHX,11.0
WN,PHX,9.0
WN,PHX,19.0
WN,MSY,1.0
WN,MSY,-5.0
WN,BUR,-2.0
WN,PHX,4.0
B6,PBI,63.0
WN,MSY,253.0
B6,PBI,23.0
WN,PHX,0.0
WN,PHX,-1.0
WN,DCA,12.0
WN,DCA,
WN,SJC,-9.0
WN,MSY,-2.0
B6,BDL,103.0
B6,DCA,83.0
B6,PBI,103.0
WN,PHX,0.0
WN,PHX,-2.0
WN,PBI,45.0
WN,PHX,18.0
WN,PHX,-7.0
WN,SJC,0.0
B6,DCA,88.0
WN,BUR,-3.0
WN,PHX,-4.0
WN,DCA,-5.0
WN,BUR,-1.0
WN,MSY,26.0
WN,BUR,-4.0
WN,SJC,-4.0
WN,SJC,-5.0
WN,SJC,-2.0
B6,PBI,22.0
WN,ABQ,-1.0
WN,SLC,0.0
WN,ABQ,38.0
WN,BDL,5.0
WN,BUR,-3.0
WN,RNO,-4.0
WN,SJC,-1.0
WN,DCA,28.0
WN,PHX,1.0
WN,PHX,-3.0
WN,PHX,0.0
WN,PHX,3.0
WN,SJC,-10.0
B6,DCA,98.0
WN,PHX,-2.0
WN,RNO,-8.0
WN,PHX,1.0
WN,PHX,-3.0
WN,PHX,0.0
WN,PHX,58.0
WN,DCA,10.0
WN,MSY,8.0
WN,PHX,0.0
WN,SJC,6.0
WN,MSY,4.0
WN,BUR,-6.0
WN,SJC,16.0
WN,BUR,5.0
WN,MSY,-5.0
WN,SJC,-5.0
WN,PHX,26.0
WN,SJC,-5.0
WN,SJC,-4.0
WN,SLC,-1.0
WN,BUR,-2.0
WN,PHX,8.0
WN,SJC,-1.0
B6,BUR,-8.0
WN,PHX,-7.0
WN,PHX,-2.0
WN,SLC,-6.0
WN,SJC,-6.0
WN,PHX,-5.0
WN,MSY,5.0
WN,SLC,-4.0
WN,MSY,-10.0
B6,PHX,-4.0
WN,PHX,-8.0
B6,SLC,5.0
B6,SJC,79.0
B6,RNO,5.0
B6,ABQ,-1.0
B6,SLC,11.0
B6,PHX,2.0
WN,BDL,-2.0
WN,RNO,-2.0
WN,PHX,-2.0
WN,PHX,-2.0
WN,SLC,0.0
WN,MSY,-6.0
WN,PBI,-6.0
WN,PHX,-6.0
WN,BDL,-3.0
WN,RNO,0.0
WN,ABQ,-4.0
WN,SLC,-4.0
WN,MSY,-3.0
WN,ABQ,-3.0
WN,MSY,1.0
WN,BDL,-4.0
WN,SLC,7.0
WN,MSY,-5.0
WN,PHX,-6.0
WN,PHX,-2.0
WN,PHX,-4.0
WN,RNO,-1.0
WN,DCA,-8.0
WN,DCA,-3.0
B6,PBI,0.0
WN,ABQ,2.0
WN,PHX,0.0
WN,DCA,-1.0
WN,ABQ,-4.0
WN,MSY,-2.0
WN,PHX,-2.0
WN,DCA,-3.0
WN,DCA,-5.0
B6,PBI,-5.0
WN,ABQ,-2.0
B6,DCA,-7.0
WN,BDL,-2.0
WN,RNO,-4.0
B6,BDL,9.0
WN,SJC,-2.0
WN,SJC,-7.0
WN,PBI,-7.0
B6,DCA,-9.0
WN,ABQ,-2.0
WN,SJC,-4.0
WN,SJC,-2.0
WN,SJC,-3.0
WN,MSY,-4.0
WN,RNO,-2.0
WN,BDL,-3.0
WN,SJC,-3.0
WN,SJC,-2.0
WN,SLC,-3.0
WN,PHX,-2.0
WN,PHX,-3.0
WN,DCA,-3.0
WN,DCA,-8.0
WN,BDL,-1.0
WN,BUR,-5.0
WN,MSY,0.0
WN,PHX,-1.0
WN,PHX,-7.0
B6,DCA,-7.0
WN,ABQ,-2.0
WN,BUR,-4.0
WN,MSY,-5.0
WN,BUR,-6.0
WN,BUR,-4.0
WN,PHX,1.0
WN,PHX,-8.0
WN,PHX,-3.0
WN,ABQ,-4.0
WN,BUR,-5.0
WN,SLC,0.0
WN,MSY,-5.0
B6,BDL,-12.0
B6,DCA,
WN,ABQ,-2.0
WN,BDL,-3.0
WN,SJC,-2.0
WN,SJC,11.0
B6,PBI,-2.0
B6,DCA,-6.0
WN,SLC,-1.0
WN,RNO,-3.0
WN,BUR,-2.0
WN,SJC,-1.0
WN,DCA,-3.0
WN,SJC,-3.0
WN,SJC,-3.0
WN,SLC,-4.0
WN,MSY,-3.0
WN,PHX,-5.0
WN,PHX,-1.0
WN,PHX,22.0
WN,DCA,-6.0
WN,SLC,-1.0
WN,PHX,-4.0
WN,PHX,-5.0
WN,BDL,-3.0
WN,PHX,11.0
WN,PHX,5.0
WN,BUR,-3.0
WN,PHX,0.0
WN,BUR,1.0
WN,SJC,-3.0
B6,BDL,-6.0
B6,DCA,-9.0
WN,PHX,-3.0
WN,PHX,-3.0
WN,BUR,0.0
WN,MSY,-5.0
WN,SJC,-3.0
WN,PHX,-1.0
WN,SJC,0.0
B6,DCA,0.0
WN,BUR,-5.0
WN,PBI,6.0
WN,PHX,-4.0
WN,PHX,37.0
WN,DCA,-3.0
WN,SJC,-2.0
WN,PHX,-2.0
WN,DCA,-8.0
WN,BDL,-4.0
WN,BUR,-4.0
WN,PHX,0.0
WN,MSY,0.0
WN,PHX,1.0
WN,PHX,-5.0
WN,ABQ,-2.0
WN,SJC,7.0
WN,PHX,-2.0
WN,MSY,-3.0
B6,BDL,-9.0
WN,RNO,0.0
WN,SJC,-4.0
WN,SJC,5.0
WN,SLC,-4.0
WN,MSY,-3.0
B6,DCA,0.0
WN,MSY,-6.0
WN,PHX,1.0
WN,PHX,-2.0
B6,DCA,-12.0
WN,PHX,1.0
WN,SJC,-3.0
WN,MSY,-4.0
WN,RNO,14.0
WN,DCA,-1.0
B6,PBI,-4.0
WN,BUR,-1.0
WN,PHX,1.0
WN,PHX,-6.0
WN,PHX,-2.0
WN,PHX,12.0
WN,ABQ,-1.0
WN,BUR,4.0
WN,SLC,-3.0
WN,MSY,33.0
WN,PHX,-3.0
WN,PHX,-1.0
WN,PHX,-3.0
B6,DCA,-3.0
WN,SJC,13.0
WN,SJC,0.0
WN,PHX,45.0
WN,PHX,0.0
WN,PHX,-1.0
WN,PHX,-1.0
B6,PBI,33.0
WN,ABQ,16.0
WN,SJC,-2.0
WN,PHX,-1.0
WN,ABQ,-2.0
WN,SJC,19.0
WN,SLC,-2.0
WN,MSY,4.0
WN,PHX,-4.0
B6,MSY,1.0
WN,BUR,43.0
WN,SJC,11.0
WN,PHX,-4.0
WN,PHX,-2.0
WN,MSY,-5.0
WN,MSY,-2.0
WN,PHX,-1.0
WN,PHX,-4.0
WN,DCA,-4.0
WN,DCA,-6.0
B6,DCA,7.0
B6,PBI,27.0
B6,PBI,16.0
WN,BUR,-4.0
WN,SJC,0.0
WN,PHX,-2.0
WN,PHX,10.0
WN,ABQ,5.0
WN,BUR,-1.0
WN,SJC,14.0
WN,PBI,35.0
WN,PHX,6.0
WN,PHX,-2.0
WN,PHX,1.0
WN,PHX,-5.0
WN,ABQ,0.0
WN,PHX,0.0
WN,RNO,-4.0
WN,PHX,-2.0
WN,DCA,-8.0
WN,DCA,-5.0
B6,DCA,-8.0
B6,DCA,-3.0
WN,ABQ,-1.0
WN,MSY,-1.0
WN,BUR,0.0
WN,SLC,-2.0
WN,PHX,-3.0
WN,PHX,80.0
WN,PHX,-5.0
WN,BDL,11.0
WN,MSY,3.0
WN,PHX,-6.0
WN,PHX,-2.0
B6,MSY,-4.0
WN,ABQ,18.0
WN,BDL,3.0
WN,SLC,-3.0
WN,MSY,-1.0
WN,SJC,-1.0
WN,PHX,1.0
WN,PHX,-1.0
B6,PBI,49.0
B6,PBI,36.0
WN,SJC,-2.0
WN,DCA,-2.0
B6,BDL,-10.0
WN,PHX,0.0
WN,BUR,65.0
WN,PHX,1.0
WN,SJC,1.0
WN,PHX,-4.0
WN,DCA,-3.0
WN,PBI,4.0
WN,MSY,0.0
B6,SLC,4.0
WN,ABQ,-1.0
WN,PHX,2.0
WN,PHX,-3.0
WN,SLC,-5.0
WN,DCA,-4.0
WN,SJC,32.0
WN,SJC,-1.0
WN,MSY,10.0
WN,PHX,6.0
WN,PHX,0.0
WN,PHX,1.0
WN,SJC,12.0
WN,DCA,-4.0
